CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureAgeRatio,IsSenior,CreditScoreBucket,ProductsPerBalance,IsLowCredit,HighBalance,AgeBucket
709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0,1.6936552118361263,0.2307692248520712,0,good,8.017643947977677e-06,0,1,"(30, 45]"
702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0,2.555284018262167,0.035714284438775556,0,good,9.705455912335663e-06,0,1,"(0, 30]"
558,France,Male,40,6,0.0,2,1,0,173844.89,0,0.0,0.1499999962500001,0,medium,2.0,1,0,"(30, 45]"
691,Spain,Male,40,1,0.0,2,1,1,145613.17,0,0.0,0.024999999375000016,0,good,2.0,0,0,"(30, 45]"
700,France,Female,30,9,0.0,1,1,1,174971.64,0,0.0,0.2999999900000003,0,good,1.0,0,0,"(0, 30]"
667,France,Male,33,4,0.0,2,1,1,131834.75,0,0.0,0.12121211753902675,0,good,2.0,0,0,"(30, 45]"
624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1,1.0563640460690604,0.05555555452674899,1,medium,8.566982062966976e-06,0,1,"(45, 60]"
580,France,Female,23,5,113923.81,2,0,0,196241.43,0,0.5805288414348564,0.21739129489603065,0,medium,1.7555438538804673e-05,1,1,"(0, 30]"
571,Spain,Female,31,3,0.0,2,1,1,194667.92,0,0.0,0.09677419042663901,0,medium,2.0,1,0,"(30, 45]"
561,France,Male,37,5,0.0,2,1,0,83093.25,0,0.0,0.1351351314828343,0,medium,2.0,1,0,"(30, 45]"
529,France,Male,28,9,0.0,2,1,1,52545.24,0,0.0,0.32142855994898,0,medium,2.0,1,0,"(0, 30]"
670,France,Male,36,7,0.0,2,0,0,59571.5,0,0.0,0.19444443904321004,0,good,2.0,0,0,"(30, 45]"
666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0,1.2204918115602188,0.04761904535147403,0,good,1.6416529376599536e-05,0,1,"(0, 30]"
628,Spain,Male,42,7,0.0,2,0,1,172967.87,0,0.0,0.1666666626984128,0,medium,2.0,0,0,"(30, 45]"
577,France,Male,60,10,125389.7,2,1,1,178616.73,0,0.7020042299469819,0.16666666388888896,1,medium,1.59501462229655e-05,1,1,"(45, 60]"
652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0,0.6507715279135913,0.026315788781163457,0,good,9.624980906444127e-06,0,1,"(30, 45]"
678,France,Male,26,5,111128.04,1,1,0,60941.27,1,1.8235268152136717,0.1923076849112429,0,good,8.998547994295641e-06,0,1,"(0, 30]"
692,Spain,Female,49,9,0.0,2,1,0,178342.63,0,0.0,0.18367346563931702,1,good,2.0,0,0,"(45, 60]"
675,Spain,Male,32,10,0.0,2,1,0,191545.65,0,0.0,0.3124999902343753,0,good,2.0,0,0,"(30, 45]"
712,Spain,Male,52,9,0.0,1,1,1,117977.45,1,0.0,0.17307691974852077,1,good,1.0,0,0,"(45, 60]"
639,Germany,Female,37,5,151242.48,1,0,1,49637.65,0,3.046930706771031,0.1351351314828343,0,medium,6.611855268075027e-06,0,1,"(30, 45]"
618,France,Male,48,7,0.0,1,1,0,13921.82,1,0.0,0.14583333029513895,1,medium,1.0,0,0,"(45, 60]"
554,France,Male,39,2,129709.62,1,1,0,173197.12,0,0.7489132613709228,0.05128204996712693,0,medium,7.709468970235437e-06,1,1,"(30, 45]"
533,France,Male,47,9,83347.25,1,1,1,137696.25,0,0.6052978930028574,0.19148935762788602,1,medium,1.1997852384423189e-05,1,0,"(45, 60]"
540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0,1.0424109283632343,0.21428570663265334,0,medium,1.1887491078437946e-05,1,0,"(0, 30]"
704,Spain,Male,33,3,0.0,2,1,0,73018.74,0,0.0,0.09090908815427007,0,good,2.0,0,0,"(30, 45]"
678,France,Male,43,5,102338.19,1,1,1,79649.62,0,1.284854717432615,0.11627906706327752,0,good,9.771427739461296e-06,0,1,"(30, 45]"
712,France,Female,29,3,87375.78,2,0,0,166194.53,0,0.5257440181663876,0.10344827229488716,0,good,2.2889376330874175e-05,0,0,"(0, 30]"
651,France,Male,44,2,0.0,3,1,0,102530.35,1,0.0,0.04545454442148763,0,good,3.0,0,0,"(30, 45]"
789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0,1.4095004967131455,0.05882352825836219,1,excellent,9.55309750111031e-06,0,1,"(45, 60]"
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0,0.9664081486588796,0.24999999218750027,0,excellent,8.218937368656245e-06,0,1,"(30, 45]"
564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0,1.295480227323515,0.17499999562500013,0,medium,9.2243825521173e-06,1,1,"(30, 45]"
841,Germany,Female,33,7,154969.79,2,1,1,99505.75,0,1.5573953263850846,0.21212120569329682,0,excellent,1.290565789849816e-05,0,1,"(30, 45]"
850,Spain,Male,39,0,141829.67,1,1,1,92748.16,0,1.5291911990326366,0.0,0,excellent,7.050661186328739e-06,0,1,"(30, 45]"
637,France,Female,63,5,0.0,1,1,0,28092.77,1,0.0,0.07936507810531622,1,medium,1.0,0,0,"(60, 100]"
500,France,Male,45,2,109162.82,1,1,1,126145.08,0,0.8653751695994377,0.04444444345679015,1,low,9.160544216939275e-06,1,1,"(30, 45]"
655,France,Male,44,8,87471.63,1,0,1,188593.98,0,0.4638092371746764,0.18181817768595052,0,good,1.1432147404279487e-05,0,0,"(30, 45]"
666,France,Female,33,2,147229.65,1,1,1,56410.17,0,2.6099841570658273,0.060606058769513374,0,good,6.792064016561769e-06,0,1,"(30, 45]"
658,France,Female,24,2,0.0,2,1,1,84694.49,0,0.0,0.08333332986111125,0,good,2.0,0,0,"(0, 30]"
749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0,0.934003503655254,0.09090908953168046,1,good,1.0956909051573786e-05,0,1,"(60, 100]"
654,France,Male,32,6,0.0,2,1,1,137898.57,0,0.0,0.1874999941406252,0,good,2.0,0,0,"(30, 45]"
623,France,Female,39,1,160903.2,1,0,0,78774.36,0,2.042583398937896,0.025641024983563465,0,medium,6.214878169743238e-06,0,1,"(30, 45]"
761,France,Female,33,6,138053.79,2,1,0,148779.41,0,0.9279092449625395,0.18181817630854014,0,excellent,1.4487001863535483e-05,0,1,"(30, 45]"
627,France,Male,44,6,153548.12,1,0,0,35300.08,1,4.34979524113402,0.13636363326446288,0,medium,6.512573956789853e-06,0,1,"(30, 45]"
757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0,0.7564841542389421,0.2580645078043707,0,excellent,1.3414994878825705e-05,0,1,"(30, 45]"
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1,1.3577248904865968,0.15094339337842655,1,good,1.0500571703626403e-05,0,0,"(45, 60]"
726,France,Male,34,3,0.0,2,1,0,196288.46,0,0.0,0.08823529152249143,0,good,2.0,0,0,"(30, 45]"
587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0,54.633532722244205,0.19512194646044034,0,medium,1.1749471655633324e-05,1,0,"(30, 45]"
605,Germany,Female,43,8,125338.8,2,1,0,23970.13,0,5.228957873602314,0.18604650730124403,0,medium,1.5956623514637807e-05,0,1,"(30, 45]"
850,Spain,Male,62,5,0.0,2,1,1,180243.56,0,0.0,0.08064515998959419,1,excellent,2.0,0,0,"(60, 100]"
850,France,Female,38,0,106831.69,1,0,1,148977.72,0,0.7170984359223842,0.0,0,excellent,9.360430782001278e-06,0,1,"(30, 45]"
751,France,Male,29,3,159597.45,1,1,0,39934.41,0,3.9964894935471316,0.10344827229488716,0,excellent,6.265725011740402e-06,0,1,"(0, 30]"
627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0,1.1077155444367826,0.18918918407596802,0,medium,6.7859837135033676e-06,0,1,"(30, 45]"
736,France,Male,43,4,176134.54,1,1,1,52856.88,0,3.3322916524143635,0.09302325365062201,0,good,5.677445903308327e-06,0,1,"(30, 45]"
652,France,Female,74,5,0.0,2,1,1,937.15,0,0.0,0.06756756665449234,1,good,2.0,0,0,"(60, 100]"
627,France,Female,35,7,0.0,2,0,1,193022.44,0,0.0,0.19999999428571447,0,medium,2.0,0,0,"(30, 45]"
636,France,Male,34,1,84055.43,1,0,0,37490.84,0,2.2420257854387358,0.02941176384083048,0,medium,1.1896769824747495e-05,0,0,"(30, 45]"
775,France,Male,60,7,0.0,2,1,1,111558.7,0,0.0,0.11666666472222226,1,excellent,2.0,0,0,"(45, 60]"
850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,30.707140722467607,0.11111110864197538,1,excellent,2.297671367510812e-05,0,1,"(30, 45]"
850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0,2.9252678423252063,0.23529411072664383,0,excellent,5.019320871831943e-06,0,1,"(30, 45]"
516,France,Male,37,8,0.0,1,1,0,101834.58,0,0.0,0.21621621037253486,0,medium,1.0,1,0,"(30, 45]"
513,Spain,Female,42,10,0.0,2,0,1,73151.25,0,0.0,0.238095232426304,0,medium,2.0,1,0,"(30, 45]"
673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0,2.1193900443427776,0.0434782602394455,1,good,2.536971604311076e-05,0,0,"(60, 100]"
564,France,Female,27,6,0.0,1,0,0,7819.76,0,0.0,0.22222221399176983,0,medium,1.0,1,0,"(0, 30]"
636,France,Female,35,2,0.0,2,1,1,23129.46,0,0.0,0.057142855510204135,0,medium,2.0,0,0,"(30, 45]"
712,France,Male,29,3,102540.61,1,1,1,189680.79,0,0.5405956501945157,0.10344827229488716,0,good,9.752138668390324e-06,0,1,"(0, 30]"
568,France,Male,51,4,0.0,3,1,1,66586.56,0,0.0,0.0784313710111496,1,medium,3.0,1,0,"(45, 60]"
741,Spain,Male,43,0,0.0,2,1,1,2920.63,1,0.0,0.0,0,good,2.0,0,0,"(30, 45]"
754,Germany,Female,39,8,129401.87,1,1,1,87684.93,0,1.4757595176106573,0.20512819986850772,0,excellent,7.72780387328349e-06,0,1,"(30, 45]"
709,France,Female,32,7,0.0,2,1,1,199418.02,0,0.0,0.21874999316406274,0,good,2.0,0,0,"(30, 45]"
510,France,Female,32,1,0.0,2,0,1,28515.17,0,0.0,0.031249999023437534,0,medium,2.0,1,0,"(30, 45]"
716,Spain,Male,33,2,0.0,2,1,1,92916.53,0,0.0,0.060606058769513374,0,good,2.0,0,0,"(30, 45]"
607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0,0.5380513064905501,0.2777777700617286,0,medium,1.8743450335573364e-05,0,1,"(30, 45]"
656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0,3.844359225021383,0.15384614792899431,0,good,7.164064308366545e-06,0,1,"(0, 30]"
550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1,2.899955835452694,0.09615384430473377,1,medium,8.263286145286916e-06,1,1,"(45, 60]"
486,France,Male,26,2,0.0,2,1,1,31399.4,0,0.0,0.07692307396449716,0,low,2.0,1,0,"(0, 30]"
598,Germany,Male,59,8,118210.42,2,0,0,60192.14,1,1.9638846533457046,0.1355932180407929,1,medium,1.6918839144306023e-05,1,1,"(45, 60]"
675,Spain,Male,35,8,0.0,2,1,0,29062.25,0,0.0,0.22857142204081654,0,good,2.0,0,0,"(30, 45]"
755,France,Female,29,4,148654.84,2,1,1,28805.09,0,5.1607143041330295,0.13793102972651622,0,excellent,1.345389457958732e-05,0,1,"(0, 30]"
656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0,1.0235314198079342,0.15624999511718765,0,good,7.301182236632485e-06,0,1,"(30, 45]"
644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0,0.9069887331824539,0.19148935762788602,1,medium,1.4516410112102252e-05,0,1,"(45, 60]"
598,France,Female,32,4,111156.52,1,1,1,167376.26,0,0.6641116249062793,0.12499999609375013,0,medium,8.996242449453712e-06,1,1,"(30, 45]"
850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0,3.908047885025992,0.09677419042663901,0,excellent,8.24819477947008e-06,0,1,"(30, 45]"
679,France,Male,36,1,97234.58,1,1,0,188997.08,0,0.5144766257737184,0.027777777006172864,0,good,1.0284301281485645e-05,0,0,"(30, 45]"
632,France,Male,60,2,0.0,2,0,1,2085.32,0,0.0,0.03333333277777779,1,medium,2.0,0,0,"(45, 60]"
550,Spain,Male,45,0,0.0,2,0,1,70399.71,0,0.0,0.0,1,medium,2.0,1,0,"(30, 45]"
572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0,0.49742841096235985,0.16666666358024698,1,medium,1.0268676849155088e-05,1,0,"(45, 60]"
626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1,0.6193634328245694,0.04255319058397467,1,medium,9.69839918223098e-06,0,1,"(45, 60]"
625,Spain,Female,57,7,0.0,1,0,0,84106.17,1,0.0,0.12280701538935061,1,medium,1.0,0,0,"(45, 60]"
515,France,Female,58,2,131852.81,1,1,0,81436.68,1,1.6190838084064938,0.03448275802615935,1,medium,7.584157029667933e-06,1,1,"(45, 60]"
612,Spain,Male,35,1,0.0,1,1,1,83256.26,1,0.0,0.028571427755102068,0,medium,1.0,0,0,"(30, 45]"
628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0,0.9151651573000208,0.20512819986850772,0,medium,9.297626604154385e-06,0,1,"(30, 45]"
529,Spain,Female,43,5,0.0,2,0,0,79476.63,0,0.0,0.11627906706327752,0,medium,2.0,1,0,"(30, 45]"
668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0,0.9350132465764517,0.1521739097353498,1,good,6.180198902285432e-06,0,1,"(45, 60]"
526,France,Male,30,9,0.0,2,0,0,100995.68,0,0.0,0.2999999900000003,0,medium,2.0,1,0,"(0, 30]"
791,France,Female,52,7,0.0,1,1,1,122782.5,0,0.0,0.13461538202662726,1,excellent,1.0,0,0,"(45, 60]"
573,France,Male,27,2,128243.03,1,1,1,11631.34,0,11.025645367513489,0.07407407133058995,0,medium,7.797633932745251e-06,1,1,"(0, 30]"
565,France,Female,38,5,126645.13,1,1,1,168303.55,0,0.7524804438126678,0.13157894390581729,0,medium,7.896017035814674e-06,1,1,"(30, 45]"
604,France,Female,47,8,62094.71,3,0,0,9308.1,1,6.671040276031516,0.1702127623358987,1,medium,4.8312516275278924e-05,0,0,"(45, 60]"
656,France,Male,37,7,112291.34,1,1,0,153157.97,0,0.733173337301786,0.18918918407596802,0,good,8.905326935034038e-06,0,1,"(30, 45]"
447,France,Female,44,5,89188.83,1,1,1,75408.24,0,1.1827464743749125,0.11363636105371908,0,low,1.1212040655307898e-05,1,0,"(30, 45]"
682,France,Male,55,9,0.0,1,1,0,153356.8,1,0.0,0.16363636066115708,1,good,1.0,0,0,"(45, 60]"
437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0,0.7135308903129842,0.07142856887755111,0,low,9.160675966279552e-06,1,1,"(0, 30]"
792,Spain,Male,47,0,0.0,1,1,1,5557.88,1,0.0,0.0,1,excellent,1.0,0,0,"(45, 60]"
627,Spain,Female,25,4,0.0,1,1,1,194313.93,0,0.0,0.15999999360000025,0,medium,1.0,0,0,"(0, 30]"
767,France,Female,34,8,0.0,2,1,0,94767.77,0,0.0,0.23529411072664383,0,excellent,2.0,0,0,"(30, 45]"
686,France,Male,26,7,0.0,2,1,0,1540.89,0,0.0,0.26923075887574005,0,good,2.0,0,0,"(0, 30]"
789,France,Female,53,1,158271.74,1,1,1,5036.39,1,31.42563224225573,0.01886792417230332,1,excellent,6.318207418409513e-06,0,1,"(45, 60]"
794,France,Male,56,9,96951.21,1,1,1,71776.76,0,1.3507326047964452,0.16071428284438782,1,excellent,1.0314360033670196e-05,0,0,"(45, 60]"
587,Germany,Male,35,5,121863.61,1,1,1,23481.69,1,5.189729103604139,0.14285713877551032,0,medium,8.205827762465248e-06,1,1,"(30, 45]"
589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1,0.5837908085767612,0.47368418559556913,0,medium,1.1976605856248873e-05,1,0,"(0, 30]"
543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0,0.9080496765025509,0.03999999840000006,0,medium,6.8228177677909914e-06,1,1,"(0, 30]"
589,Spain,Female,45,1,0.0,1,0,0,125939.22,1,0.0,0.022222221728395074,1,medium,1.0,1,0,"(30, 45]"
701,Germany,Male,23,5,186101.18,2,1,1,76611.33,0,2.4291600210774416,0.21739129489603065,0,good,1.074678437404656e-05,0,1,"(0, 30]"
850,France,Male,40,6,0.0,1,1,0,136985.08,1,0.0,0.1499999962500001,0,excellent,1.0,0,0,"(30, 45]"
726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1,0.7627107568094155,0.1568627420222992,1,good,1.8605367685788086e-05,0,1,"(45, 60]"
767,Spain,Male,47,2,0.0,1,1,0,48161.18,1,0.0,0.04255319058397467,1,excellent,1.0,0,0,"(45, 60]"
648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0,1.1299734046249872,0.22222221604938291,0,medium,1.3610591980448656e-05,0,1,"(30, 45]"
651,Spain,Female,36,8,0.0,2,1,0,91652.43,0,0.0,0.22222221604938291,0,good,2.0,0,0,"(30, 45]"
633,France,Female,36,6,125130.28,1,0,0,125961.48,0,0.9934011572347881,0.16666666203703717,0,medium,7.991606894774832e-06,0,1,"(30, 45]"
740,France,Female,37,9,0.0,2,1,1,73225.31,0,0.0,0.24324323666910172,0,good,2.0,0,0,"(30, 45]"
592,France,Female,34,9,0.0,2,1,1,20460.2,0,0.0,0.2647058745674743,0,medium,2.0,1,0,"(30, 45]"
670,France,Female,41,10,0.0,3,1,0,81602.02,0,0.0,0.24390243307555043,0,good,3.0,0,0,"(30, 45]"
628,France,Male,36,3,0.0,2,1,1,8742.91,0,0.0,0.08333333101851859,0,medium,2.0,0,0,"(30, 45]"
745,France,Male,47,5,0.0,2,0,0,145789.71,0,0.0,0.10638297645993668,1,good,2.0,0,0,"(45, 60]"
705,France,Male,32,3,0.0,2,0,0,129576.99,0,0.0,0.0937499970703126,0,good,2.0,0,0,"(30, 45]"
559,France,Female,42,7,0.0,2,1,1,190040.29,0,0.0,0.1666666626984128,0,medium,2.0,1,0,"(30, 45]"
595,France,Male,29,6,150685.79,1,1,0,87771.06,0,1.7168049468501716,0.20689654458977433,0,medium,6.6362817868772704e-06,1,1,"(0, 30]"
492,France,Male,35,4,141359.37,2,1,0,39519.53,0,3.5769496751713152,0.11428571102040827,0,low,1.4148236878553728e-05,1,1,"(30, 45]"
498,France,Female,29,9,0.0,1,1,0,190035.83,0,0.0,0.3103448168846615,0,low,1.0,1,0,"(0, 30]"
655,France,Female,39,6,94631.26,2,1,1,148948.52,0,0.63532863568812,0.1538461499013808,0,good,2.1134441891169037e-05,0,0,"(30, 45]"
636,France,Female,39,3,118336.14,1,1,0,184691.77,0,0.6407223234655193,0.0769230749506904,0,medium,8.450432383273756e-06,0,1,"(30, 45]"
634,France,Female,45,2,0.0,1,1,1,143458.31,0,0.0,0.04444444345679015,1,medium,1.0,0,0,"(30, 45]"
793,Spain,Male,63,0,0.0,2,0,1,27166.75,0,0.0,0.0,1,excellent,2.0,0,0,"(60, 100]"
526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1,0.7791024619962809,0.09999999800000005,1,medium,8.049310721424302e-06,1,1,"(45, 60]"
768,France,Female,26,5,51116.26,1,1,1,70454.79,1,0.7255185914154949,0.1923076849112429,0,excellent,1.9562863893722004e-05,0,0,"(0, 30]"
540,Germany,Male,64,1,91869.69,1,0,1,95421.0,0,0.9627827207746432,0.015624999755859379,1,medium,1.0884864367514819e-05,1,0,"(60, 100]"
732,France,Female,34,8,122338.43,2,1,0,187985.85,0,0.6507853117633545,0.23529411072664383,0,good,1.6347959116696882e-05,0,1,"(30, 45]"
617,France,Female,30,8,0.0,1,1,1,92621.9,0,0.0,0.26666665777777804,0,medium,1.0,0,0,"(0, 30]"
637,Spain,Female,54,5,0.0,1,0,1,150836.98,0,0.0,0.092592590877915,1,medium,1.0,0,0,"(45, 60]"
573,France,Male,26,8,86270.93,2,1,1,90177.3,0,0.9566812268613423,0.30769229585798863,0,medium,2.318251139159632e-05,1,0,"(0, 30]"
531,France,Male,44,3,0.0,2,1,1,34416.79,0,0.0,0.06818181663223144,0,medium,2.0,1,0,"(30, 45]"
489,France,Female,38,5,117289.92,1,0,0,85231.88,0,1.3761273363748854,0.13157894390581729,0,low,8.525809158969851e-06,1,1,"(30, 45]"
601,France,Male,35,2,0.0,2,1,1,118983.18,0,0.0,0.057142855510204135,0,medium,2.0,0,0,"(30, 45]"
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0,1.3736095583046803,0.21212120569329682,0,low,6.507693688324554e-06,1,1,"(30, 45]"
728,Spain,Female,29,1,0.0,1,1,1,83056.22,0,0.0,0.034482757431629055,0,good,1.0,0,0,"(0, 30]"
590,Germany,Female,27,8,123599.49,2,1,0,1676.92,0,73.70625308678633,0.2962962853223598,0,medium,1.6181165624828834e-05,1,1,"(0, 30]"
490,France,Male,29,4,0.0,2,1,0,32089.57,0,0.0,0.13793102972651622,0,low,2.0,1,0,"(0, 30]"
596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0,9.9742817576269,0.11842105107340722,1,medium,7.451051250193261e-06,1,1,"(60, 100]"
635,France,Male,29,1,0.0,1,0,1,24865.54,0,0.0,0.034482757431629055,0,medium,1.0,0,0,"(0, 30]"
782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0,0.8377527830417221,0.19999999428571447,0,excellent,2.0292642222758624e-05,0,0,"(30, 45]"
790,Spain,Female,37,3,0.0,3,0,0,98897.32,0,0.0,0.08108107888970058,0,excellent,3.0,0,0,"(30, 45]"
587,France,Male,40,2,0.0,4,0,1,106174.7,1,0.0,0.04999999875000003,0,medium,4.0,1,0,"(30, 45]"
794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0,2.9015805719891086,0.17391303969754263,1,excellent,7.429708088998095e-06,0,1,"(45, 60]"
515,France,Male,41,8,0.0,2,1,1,185054.14,0,0.0,0.19512194646044034,0,medium,2.0,1,0,"(30, 45]"
746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0,1.4330325044459078,0.41666664930555625,0,good,1.4538514123148773e-05,0,0,"(0, 30]"
667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1,1.0505725054389905,0.1428571403061225,1,good,7.274576866961956e-06,0,1,"(45, 60]"
709,France,Male,32,4,147307.91,1,0,1,40861.55,0,3.6050494902027688,0.12499999609375013,0,good,6.7884556338106095e-06,0,1,"(30, 45]"
536,France,Female,35,8,0.0,1,1,0,171840.24,1,0.0,0.22857142204081654,0,medium,1.0,1,0,"(30, 45]"
711,France,Female,41,3,145754.91,1,1,1,101455.07,0,1.4366449108808792,0.07317072992266513,0,good,6.860785267643693e-06,0,1,"(30, 45]"
753,France,Male,46,8,0.0,3,1,0,90747.94,1,0.0,0.17391303969754263,1,excellent,3.0,0,0,"(45, 60]"
748,France,Male,44,4,112610.77,1,0,1,2048.55,0,54.97096480194725,0.09090908884297526,0,good,8.880066444209162e-06,0,1,"(30, 45]"
623,France,Female,57,7,71481.79,2,1,1,84421.34,0,0.846726550409568,0.12280701538935061,1,medium,2.7978762440581853e-05,0,0,"(45, 60]"
465,France,Male,33,5,0.0,2,0,1,78698.09,0,0.0,0.15151514692378343,0,low,2.0,1,0,"(30, 45]"
640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0,0.46175721180171475,0.08823529152249143,0,medium,1.2848879192268059e-05,0,0,"(30, 45]"
562,France,Male,75,5,87140.85,1,1,1,39351.64,0,2.2144146977809718,0.06666666577777779,1,medium,1.1475542463236664e-05,1,0,"(60, 100]"
502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1,4.6801203190117455,0.0,0,medium,7.575545230929132e-06,1,1,"(30, 45]"
536,France,Male,32,7,178011.5,2,1,0,22375.14,0,7.955771449566091,0.21874999316406274,0,medium,1.1235166069798468e-05,1,1,"(30, 45]"
670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0,0.7629525030799206,0.12499999609375013,0,good,1.9425834494998237e-05,0,1,"(30, 45]"
775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0,0.9175819821747249,0.0392156855055748,1,excellent,8.078572193150582e-06,0,1,"(45, 60]"
759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0,11.709801236316709,0.13333332888888902,0,excellent,9.822828587613786e-06,0,1,"(0, 30]"
604,France,Male,33,3,148659.48,1,0,0,42437.75,0,3.503000983711366,0.09090908815427007,0,medium,6.726737327903151e-06,0,1,"(30, 45]"
766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1,24.21837939055181,0.11290322398543187,1,excellent,7.0064574314271e-06,0,1,"(60, 100]"
554,Spain,Female,41,4,112152.89,1,0,1,36242.19,0,3.094539540709473,0.09756097323022017,0,medium,8.916320245334334e-06,1,1,"(30, 45]"
487,France,Female,53,10,89550.85,1,0,1,90076.85,0,0.9941605417929895,0.1886792417230332,1,low,1.1166715148821604e-05,1,0,"(45, 60]"
725,France,Male,35,7,75915.75,1,1,0,150507.43,0,0.5043986864933884,0.19999999428571447,0,good,1.3172323630819285e-05,0,0,"(30, 45]"
732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0,1.3599489374104854,0.0476190464852608,0,good,1.6822179303235426e-05,0,1,"(30, 45]"
623,France,Male,40,5,118788.57,1,1,0,192867.4,0,0.6159079761503712,0.12499999687500009,0,medium,8.418247494287588e-06,0,1,"(30, 45]"
781,France,Female,42,3,156555.54,1,1,1,175674.01,0,0.8911707542800943,0.0714285697278912,0,excellent,6.387468706193941e-06,0,1,"(30, 45]"
714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1,1.3675484388271149,0.01886792417230332,1,good,1.0086455040736165e-05,0,0,"(45, 60]"
577,Germany,Female,31,4,61211.18,1,1,1,145250.43,0,0.4214182360739213,0.12903225390218534,0,medium,1.6336617973743135e-05,1,0,"(30, 45]"
731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0,0.7134668920520091,0.027027026296566857,0,good,7.755942215128121e-06,0,1,"(30, 45]"
650,Spain,Female,23,5,0.0,1,1,1,180622.43,0,0.0,0.21739129489603065,0,medium,1.0,0,0,"(0, 30]"
779,France,Male,32,10,80728.15,1,1,0,86306.75,0,0.9353631089001108,0.3124999902343753,0,excellent,1.2387099331530186e-05,0,0,"(30, 45]"
706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1,0.850180897538652,0.04347825992438566,1,good,1.5666435273417677e-05,0,1,"(45, 60]"
733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0,1.0438257491746858,0.06818181663223144,0,good,9.427568416099686e-06,0,1,"(30, 45]"
579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0,1.6103183237750471,0.0714285697278912,0,medium,1.4538964351767915e-05,1,1,"(30, 45]"
476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1,0.5674090000463569,0.23529411072664383,0,low,8.936037008775993e-06,1,1,"(30, 45]"
775,France,Male,40,9,126212.64,1,1,0,70196.57,0,1.797988705120521,0.22499999437500015,0,excellent,7.923073924498176e-06,0,1,"(30, 45]"
538,Spain,Male,68,9,0.0,2,1,0,110440.5,1,0.0,0.13235293923010383,1,medium,2.0,1,0,"(60, 100]"
602,France,Male,38,7,111835.94,2,1,0,124389.61,0,0.8990778249011387,0.18421052146814418,0,medium,1.788317884949284e-05,0,1,"(30, 45]"
615,France,Male,30,8,0.0,2,0,0,3183.15,0,0.0,0.26666665777777804,0,medium,2.0,0,0,"(0, 30]"
700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0,0.679547178870059,0.10714285331632667,0,good,2.0058834567670434e-05,0,0,"(0, 30]"
615,France,Male,32,1,0.0,2,0,0,2139.25,0,0.0,0.031249999023437534,0,medium,2.0,0,0,"(30, 45]"
